race_id,umaban_1,umaban_2,p_top3_1,p_top3_2,p_hit,odds,ev,bet_type,hit_prob,pair_balance_score,priority_score,stake,place_ui,race_ui,race_no,wide_ui,is_nonstarter_1,is_nonstarter_2,is_nonstarter,return_amount,hit_flag,hit_status,roi,bet_score,selection_ui,max_ev,race_score,difficulty_score,comment,race_label_ui
202605230404,4,12,0.2292328068616056,0.0392033799184325,0.0055338878066064,5.7,-0.9833983365801806,wide,0.0055338878066064,0.1411712905914789,0.0061198073693417,1441,新潟（土）,4R,4,4-12,0,0,0,0.0,0,はずれ,,0.9573687945429604,4-12,-0.9833983365801806,0.786843972714802,0.4876055996598791,"勝負度が非常に高いレースです。 比較的堅めの決着が期待できます。 本命は 4-12。 EV=-0.98, p_hit=0.006 とバランスが良好です。 次点候補は 4-5。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",新潟4R
202605230404,4,5,0.2292328068616056,0.0207150207313497,0.0024930596873301,1.9,-0.9925208209380096,wide,0.0024930596873301,0.1507568157575554,0.0027749439922967,649,新潟（土）,4R,4,4-5,0,0,0,190.0,1,的中,0.29275808936825887,0.5727242628728131,4-5,-0.9833983365801806,0.786843972714802,0.4876055996598791,"勝負度が非常に高いレースです。 比較的堅めの決着が期待できます。 本命は 4-12。 EV=-0.98, p_hit=0.006 とバランスが良好です。 次点候補は 4-5。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",新潟4R
202605230401,9,8,0.0477297700556794,0.1654400744122099,0.0047077952809262,2.1,-0.9858766141572212,wide,0.0047077952809262,0.0832024292305316,0.005001570283696,1226,新潟（土）,1R,1,9-8,0,0,0,210.0,1,的中,0.17128874388254486,0.849820597536904,9-8,-0.9858766141572212,0.7715790372878876,0.5014264219681085,"勝負度が非常に高いレースです。 比較的堅めの決着が期待できます。 本命は 9-8。 EV=-0.99, p_hit=0.005 とバランスが良好です。 次点候補は 8-2。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",新潟1R
202605230401,8,2,0.1654400744122099,0.0421013095588132,0.004024393116969,2.9,-0.9879268206490928,wide,0.004024393116969,0.086440940838305,0.0042852973624695,1048,新潟（土）,1R,1,8-2,0,0,0,290.0,1,的中,0.2767175572519084,0.7633747692997457,8-2,-0.9858766141572212,0.7715790372878876,0.5014264219681085,"勝負度が非常に高いレースです。 比較的堅めの決着が期待できます。 本命は 9-8。 EV=-0.99, p_hit=0.005 とバランスが良好です。 次点候補は 8-2。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",新潟1R
202605230509,12,10,0.0477953932736699,0.1792162081581657,0.0052117569039589,1.2,-0.9843647292881232,wide,0.0052117569039589,0.094258504577387,0.0055801962129499,1357,東京（土）,9R,9,12-10,0,0,0,,,未確定,,0.9121048522404532,12-10,-0.9843647292881232,0.764261344202582,0.4175385074107954,"勝負度が非常に高いレースです。 比較的堅めの決着が期待できます。 本命は 12-10。 EV=-0.98, p_hit=0.005 とバランスが良好です。 次点候補は 4-10。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",東京9R
202605230509,4,10,0.0235989686086007,0.1792162081581657,0.0021570880816985,3.7,-0.9935287357549044,wide,0.0021570880816985,0.1073567321343845,0.0023307715272314,561,東京（土）,9R,9,4-10,0,0,0,,,未確定,,0.5257095637012987,4-10,-0.9843647292881232,0.764261344202582,0.4175385074107954,"勝負度が非常に高いレースです。 比較的堅めの決着が期待できます。 本命は 12-10。 EV=-0.98, p_hit=0.005 とバランスが良好です。 次点候補は 4-10。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",東京9R
202605230403,11,10,0.162797450068029,0.0306302917306293,0.0026501985364476,2.8,-0.9920494043906573,wide,0.0026501985364476,0.0905951522162647,0.0028302698913072,690,新潟（土）,3R,3,11-10,0,0,0,0.0,0,はずれ,,0.5381798144629881,11-10,-0.9920494043906573,0.5147366344762171,0.5388543872489203,"やや勝負度があるレースです。 比較的堅めの決着が期待できます。 本命は 11-10。 EV=-0.99, p_hit=0.003 とバランスが良好です。 次点候補は 11-6。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",新潟3R
202605230403,11,6,0.162797450068029,0.0226493017091892,0.0018172221201318,2.3,-0.9945483336396046,wide,0.0018172221201318,0.0946227232823132,0.0019461849994936,473,新潟（土）,3R,3,11-6,0,0,0,0.0,0,はずれ,,0.4328138381636387,11-6,-0.9920494043906573,0.5147366344762171,0.5388543872489203,"やや勝負度があるレースです。 比較的堅めの決着が期待できます。 本命は 11-10。 EV=-0.99, p_hit=0.003 とバランスが良好です。 次点候補は 11-6。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",新潟3R
202605230802,7,3,0.047616873668685,0.1158752538861346,0.0030075957781942,3.2,-0.9909772126654172,wide,0.0030075957781942,0.0453630914080951,0.0031099211598478,783,京都（土）,2R,2,7-3,0,0,0,0.0,0,はずれ,,0.5749308959207631,7-3,-0.9909772126654172,0.47245017211716,0.4318785762381793,"やや勝負度があるレースです。 比較的堅めの決着が期待できます。 本命は 7-3。 EV=-0.99, p_hit=0.003 とバランスが良好です。 次点候補は 3-9。 EV=-1.00。 適度なリスクで、標準的な賭け方が適しています。",京都2R
202605230502,14,16,0.1381209027125362,0.0342497521138599,0.0024812815513091,1.5,-0.9925561553460726,wide,0.0024812815513091,0.0694683210812547,0.0026105593989336,646,東京（土）,2R,2,14-16,0,0,0,150.0,1,的中,0.23219814241486067,0.4974550593052675,14-16,-0.9925561553460726,0.4179472342115747,0.5720400659541383,"やや勝負度があるレースです。 やや荒れやすい傾向があります。 本命は 14-16。 EV=-0.99, p_hit=0.002 とバランスが良好です。 次点候補は 14-1。 EV=-1.00。 適度なリスクで、標準的な賭け方が適しています。",東京2R
