race_id,umaban_1,umaban_2,p_top3_1,p_top3_2,p_hit,odds,ev,bet_type,hit_prob,pair_balance_score,priority_score,stake,place_ui,race_ui,race_no,wide_ui,is_nonstarter_1,is_nonstarter_2,is_nonstarter,return_amount,hit_flag,hit_status,roi,bet_score,selection_ui,max_ev,race_score,difficulty_score,comment,race_label_ui
202606060905,3,5,0.1014339188674188,0.142148480886561,0.009992790443126,1.3,-0.9700216286706216,wide,0.009992790443126,0.0300387483676422,0.0102179186313348,1412,阪神（土）,5R,5,3-5,0,0,0,150.0,1,的中,0.10623229461756374,0.8854922721998331,3-5,-0.9700216286706216,0.7659597654391275,0.35,"勝負度が非常に高いレースです。 堅い決着が見込まれるレースです。 本命は 3-5。 EV=-0.97, p_hit=0.010 とバランスが良好です。 次点候補は 5-1。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",阪神5R
202606060905,5,1,0.142148480886561,0.0413515737550098,0.0032551636516987,1.5,-0.9902345090449038,wide,0.0032551636516987,0.0686353597195762,0.003422728147834,459,阪神（土）,5R,5,5-1,0,0,0,0.0,0,はずれ,,0.4591645515732115,5-1,-0.9700216286706216,0.7659597654391275,0.35,"勝負度が非常に高いレースです。 堅い決着が見込まれるレースです。 本命は 3-5。 EV=-0.97, p_hit=0.010 とバランスが良好です。 次点候補は 5-1。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",阪神5R
202606060909,4,3,0.129152953271368,0.1211046439757965,0.0110627072269833,1.2,-0.96681187831905,wide,0.0110627072269833,0.0059832885701522,0.0111123507542629,1563,阪神（土）,9R,9,4-3,0,0,0,120.0,1,的中,0.07677543186180422,0.9441800819263864,4-3,-0.96681187831905,0.7209004096319324,0.4250600606737991,"勝負度が高めのレースです。 比較的堅めの決着が期待できます。 本命は 4-3。 EV=-0.97, p_hit=0.011 とバランスが良好です。 次点候補は 4-5。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",阪神9R
202606060505,1,2,0.0351141350395822,0.288994378910948,0.0064416067586439,1.4,-0.980675179724068,wide,0.0064416067586439,0.1966903153964321,0.007391858007407,910,東京（土）,5R,5,1-2,0,0,0,140.0,1,的中,0.15384615384615385,0.6244529495152399,1-2,-0.980675179724068,0.5842804471993955,0.3865305297879587,"勝負度が高めのレースです。 堅い決着が見込まれるレースです。 本命は 1-2。 EV=-0.98, p_hit=0.006 とバランスが良好です。 次点候補は 9-2。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",東京5R
202606060505,9,2,0.0250165869751485,0.288994378910948,0.0042162544555868,3.3,-0.9873512366332396,wide,0.0042162544555868,0.2019414969676698,0.0048548320078551,595,東京（土）,5R,5,9-2,0,0,0,0.0,0,はずれ,,0.483642334097853,9-2,-0.980675179724068,0.5842804471993955,0.3865305297879587,"勝負度が高めのレースです。 堅い決着が見込まれるレースです。 本命は 1-2。 EV=-0.98, p_hit=0.006 とバランスが良好です。 次点候補は 9-2。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",東京5R
202606060910,5,6,0.051049318860162,0.1915695904832482,0.0061507156365814,1.6,-0.9815478530902556,wide,0.0061507156365814,0.1024729989341312,0.0066234273442351,869,阪神（土）,10R,10,5-6,0,0,0,0.0,0,はずれ,,0.6025861244416064,5-6,-0.9815478530902556,0.566977947252528,0.4859587172987633,"勝負度が高めのレースです。 比較的堅めの決着が期待できます。 本命は 5-6。 EV=-0.98, p_hit=0.006 とバランスが良好です。 次点候補は 4-6。 EV=-0.98。 適度なリスクで、標準的な賭け方が適しています。",阪神10R
202606060910,4,6,0.0467747674589879,0.1915695904832482,0.0055138221739041,2.3,-0.9834585334782876,wide,0.0055138221739041,0.1049856291719552,0.0059479762414563,779,阪神（土）,10R,10,4-6,0,0,0,0.0,0,はずれ,,0.5622862760482978,4-6,-0.9815478530902556,0.566977947252528,0.4859587172987633,"勝負度が高めのレースです。 比較的堅めの決着が期待できます。 本命は 5-6。 EV=-0.98, p_hit=0.006 とバランスが良好です。 次点候補は 4-6。 EV=-0.98。 適度なリスクで、標準的な賭け方が適しています。",阪神10R
202606060504,5,4,0.0692240400896888,0.1335074950678331,0.0057310372712674,1.9,-0.9828068881861975,wide,0.0057310372712674,0.0451939955955807,0.0059252936261642,809,東京（土）,4R,4,5-4,0,0,0,190.0,1,的中,0.23485784919653893,0.5721170787045053,5-4,-0.9828068881861975,0.5474098271984102,0.3114877479258857,"やや勝負度があるレースです。 堅い決着が見込まれるレースです。 本命は 5-4。 EV=-0.98, p_hit=0.006 とバランスが良好です。 次点候補は 2-4。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",東京4R
202606060504,2,4,0.0522033877619239,0.1335074950678331,0.0040274987532129,2.0,-0.9879175037403612,wide,0.0040274987532129,0.0557485499938839,0.0041958941649083,569,東京（土）,4R,4,2-4,0,0,0,200.0,1,的中,0.351493848857645,0.464324570172286,2-4,-0.9828068881861975,0.5474098271984102,0.3114877479258857,"やや勝負度があるレースです。 堅い決着が見込まれるレースです。 本命は 5-4。 EV=-0.98, p_hit=0.006 とバランスが良好です。 次点候補は 2-4。 EV=-0.99。 適度なリスクで、標準的な賭け方が適しています。",東京4R
202606060503,12,15,0.0787909597619355,0.0999763728028389,0.0046935041301795,1.7,-0.9859194876094614,wide,0.0046935041301795,0.0144733876968727,0.0047444523088792,663,東京（土）,3R,3,12-15,0,0,0,170.0,1,的中,0.2564102564102564,0.4845202146361744,12-15,-0.9859194876094614,0.4376784309259471,0.6037903592087723,"やや勝負度があるレースです。 やや荒れやすい傾向があります。 本命は 12-15。 EV=-0.99, p_hit=0.005 とバランスが良好です。 次点候補は 9-15。 EV=-1.00。 適度なリスクで、標準的な賭け方が適しています。",東京3R
